game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Delaware Valley_Juniata_11-20-2021,Delaware Valley,home,11-20-2021,120,Memorial Gymnasium,200,28-59,4-18,18-27,8-34,42,16,14,22,2,13,78
Delaware Valley_Juniata_11-20-2021,Juniata,away,11-20-2021,120,Memorial Gymnasium,199,23-73,10-38,13-16,18-25,43,24,18,21,0,9,69
