game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Elizabethtown_King's (PA)_12-14-2021,Elizabethtown,home,12-14-2021,175,"Wilkes-Barre, PA","Karen Palmer,Joe Moser,James Millets",2021-22 Women's Basketball. Round: 0. Elizabethtown vs King's (PA). Played at,225,33-70,5-19,14-23,16-36,52,19,19,25,2,5,85
Elizabethtown_King's (PA)_12-14-2021,King's (PA),away,12-14-2021,175,"Wilkes-Barre, PA","Karen Palmer,Joe Moser,James Millets",2021-22 Women's Basketball. Round: 0. Elizabethtown vs King's (PA). Played at,225,32-86,14-35,10-15,18-25,43,19,20,13,3,12,88
