game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Susquehanna_Goucher_1-25-2023,Susquehanna,home,1-25-2023,65,"Decker Sports & Recreation Center, Towson, MD","Kelly Mitchell, Isaac Bumgardner, Jeff Ralls",200,21-57,5-20,14-14,15-38,53,20,16,16,8,5,61
Susquehanna_Goucher_1-25-2023,Goucher,away,1-25-2023,65,"Decker Sports & Recreation Center, Towson, MD","Kelly Mitchell, Isaac Bumgardner, Jeff Ralls",200,12-71,6-27,17-23,27-21,48,14,4,11,1,9,47
