game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
SUNY Brockport_Elizabethtown_3-7-2025,SUNY Brockport,home,3-7-2025,256,"Ashland, Va. (Crenshaw Gymnasium)",NCAA Div. III First Round,200,24-63,4-13,15-20,12-14,26,17,13,18,2,9,67
SUNY Brockport_Elizabethtown_3-7-2025,Elizabethtown,away,3-7-2025,256,"Ashland, Va. (Crenshaw Gymnasium)",NCAA Div. III First Round,200,39-65,9-20,11-13,14-31,45,20,26,18,4,9,98
