game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Catholic_Scranton_2-19-2022,Catholic,home,2-19-2022,417,"John Long Center, Scranton, PA",200,27-51,9-21,5-10,8-14,22,20,15,17,1,13,68
Catholic_Scranton_2-19-2022,Scranton,away,2-19-2022,417,"John Long Center, Scranton, PA",200,25-45,11-24,11-17,7-18,25,16,14,21,3,10,72
