game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Susquehanna University_Moravian University_2-18-2023,Susquehanna University,home,2-18-2023,817,"Johnston Hall, Bethlehem, Pa.","Mike Camarota, Howard Midkiff, Darren Foster",Landmark Conference game,200,27-53,1-6,10-11,10-24,34,19,14,22,4,5,65
Susquehanna University_Moravian University_2-18-2023,Moravian University,away,2-18-2023,817,"Johnston Hall, Bethlehem, Pa.","Mike Camarota, Howard Midkiff, Darren Foster",Landmark Conference game,200,25-61,5-11,16-18,13-17,30,13,12,13,3,9,71
