game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata_Susquehanna_2-5-2022,Juniata,home,2-5-2022,254,"Selinsgrove, PA","Nino Freeman,Lashelle Brice,Isaac Bumgardner",2021-22 Women's Basketball. Round: 0. Juniata vs Susquehanna. Played at O. W.,200,16-64,8-28,7-11,13-26,39,22,9,15,1,6,47
Juniata_Susquehanna_2-5-2022,Susquehanna,away,2-5-2022,254,"Selinsgrove, PA","Nino Freeman,Lashelle Brice,Isaac Bumgardner",2021-22 Women's Basketball. Round: 0. Juniata vs Susquehanna. Played at O. W.,200,21-52,5-17,13-22,10-37,47,15,14,19,7,6,60
