game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Drew_Lycoming_12-30-2021,Drew,home,12-30-2021,108,"Lamade Gymnasium, Williamsport, PA",180,30-60,4-14,14-16,12-21,33,10,21,17,4,16,78
Drew_Lycoming_12-30-2021,Lycoming,away,12-30-2021,108,"Lamade Gymnasium, Williamsport, PA",200,27-57,4-18,2-3,8-18,26,13,18,20,3,12,60
