game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata_Goucher_2-16-2022,Juniata,home,2-16-2022,135,"Towson, MD","Sharon Haddock,Lashelle Brice,Kelly Callahan",2021-22 Women's Basketball. Round: 0. Goucher vs Juniata. Played at Decker Spo,200,19-55,3-14,9-12,12-30,42,14,8,20,1,10,50
Juniata_Goucher_2-16-2022,Goucher,away,2-16-2022,135,"Towson, MD","Sharon Haddock,Lashelle Brice,Kelly Callahan",2021-22 Women's Basketball. Round: 0. Goucher vs Juniata. Played at Decker Spo,200,17-54,4-12,6-12,11-26,37,14,8,20,3,9,44
