game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Drew_Goucher_1-25-2025,Drew,home,1-25-2025,134,"Decker Sports & Recreation Center, Towson, MD","Charlene Pham, Sharlene Davis, Demarcus Hubbard",200,20-68,2-22,14-20,21-31,52,12,11,25,3,13,56
Drew_Goucher_1-25-2025,Goucher,away,1-25-2025,134,"Decker Sports & Recreation Center, Towson, MD","Charlene Pham, Sharlene Davis, Demarcus Hubbard",200,22-74,7-22,7-14,23-30,53,19,5,21,3,13,58
