game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Elizabethtown_Franklin & Marshall_11-14-2021,Elizabethtown,home,11-14-2021,98,"Lancaster, PA",2021-22 Women's Basketball. Round: 0. Elizabethtown vs Franklin & Marshall. Pl,200,19-56,3-14,18-22,12-25,37,14,13,18,4,15,59
Elizabethtown_Franklin & Marshall_11-14-2021,Franklin & Marshall,away,11-14-2021,98,"Lancaster, PA",2021-22 Women's Basketball. Round: 0. Elizabethtown vs Franklin & Marshall. Pl,200,21-63,6-14,5-8,18-28,46,17,16,23,6,8,53
