game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Goucher_McDaniel_12-10-2022,Goucher,home,12-10-2022,139,"Gill Center, Westminster, MD","Lauren Dottin, John Dotson, Paulette Franklin",200,15-46,1-6,10-14,7-23,30,18,7,25,2,4,41
Goucher_McDaniel_12-10-2022,McDaniel,away,12-10-2022,139,"Gill Center, Westminster, MD","Lauren Dottin, John Dotson, Paulette Franklin",200,31-73,7-24,12-18,23-27,50,15,22,16,1,17,81
