game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Lycoming_Misericordia_1-4-2025,Lycoming,home,1-4-2025,127,"Anderson Sports Center, Dallas, PA",200,23-54,8-20,8-8,11-28,39,12,11,18,4,12,62
Lycoming_Misericordia_1-4-2025,Misericordia,away,1-4-2025,127,"Anderson Sports Center, Dallas, PA",200,17-66,4-31,8-13,22-20,42,11,9,18,2,14,46
