game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
East Texas Baptist_Elizabethtown_11-17-2023,East Texas Baptist,home,11-17-2023,117,"Newport News, Va. (Freeman Center)","Taacha Brown-Drummond, Kevin Brooks, DJ Chapman",Captains Round Robin Classic,200,22-64,6-20,5-9,13-36,49,30,11,17,7,7,55
East Texas Baptist_Elizabethtown_11-17-2023,Elizabethtown,away,11-17-2023,117,"Newport News, Va. (Freeman Center)","Taacha Brown-Drummond, Kevin Brooks, DJ Chapman",Captains Round Robin Classic,200,17-53,3-10,21-40,11-30,41,15,9,12,8,6,58
