game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Susquehanna_Scranton_2-16-2022,Susquehanna,home,2-16-2022,472,"John Long Center, Scranton, PA",200,15-64,6-31,5-6,16-27,43,7,9,14,0,3,41
Susquehanna_Scranton_2-16-2022,Scranton,away,2-16-2022,472,"John Long Center, Scranton, PA",200,27-59,14-25,1-2,5-33,38,10,21,10,4,6,69
