game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Catholic_McDaniel_11-13-2021,Catholic,home,11-13-2021,222,"Westminster, Md. - Gill Center","Michael Harris, Sterling McRae-Carter, Brian Watson",2021 Rebecca Martin Memorial Tournament Championship Game,200,18-53,2-14,7-9,11-23,34,10,8,21,6,11,45
Catholic_McDaniel_11-13-2021,McDaniel,away,11-13-2021,222,"Westminster, Md. - Gill Center","Michael Harris, Sterling McRae-Carter, Brian Watson",2021 Rebecca Martin Memorial Tournament Championship Game,200,19-57,0-9,5-10,16-24,40,16,12,22,3,10,43
