game_id,Team,Home/Away,Date,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Moravian_Catholic_2-14-2021,Moravian,home,2-14-2021,"Franny Murray Court - Washington, D.C.","Paulette Franklin, Tiffanie Drayton, Chantal Thomas",200,24-54,4-15,10-13,6-27,33,24,12,17,9,5,62
Moravian_Catholic_2-14-2021,Catholic,away,2-14-2021,"Franny Murray Court - Washington, D.C.","Paulette Franklin, Tiffanie Drayton, Chantal Thomas",200,25-65,4-13,15-22,16-25,41,15,10,10,3,10,69
