game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Elizabethtown_Drew_2-15-2023,Elizabethtown,home,2-15-2023,272,"Madison, N.J. (Baldwin Gymnasium)","Brett Grover,Sharvez Brown,Melinda Moore",Landmark Conference game,200,30-52,9-19,18-20,9-15,24,12,21,12,5,10,87
Elizabethtown_Drew_2-15-2023,Drew,away,2-15-2023,272,"Madison, N.J. (Baldwin Gymnasium)","Brett Grover,Sharvez Brown,Melinda Moore",Landmark Conference game,200,26-53,6-14,7-11,14-11,25,17,15,19,2,6,65
