game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Wilkes_Drew_1-10-2024,Wilkes,home,1-10-2024,60,"Baldwin Gym, Madison, NJ","Sharvez Brown, Bobby Hope, Laura Isabelle",200,15-49,6-23,14-19,13-27,40,22,10,22,12,9,50
Wilkes_Drew_1-10-2024,Drew,away,1-10-2024,60,"Baldwin Gym, Madison, NJ","Sharvez Brown, Bobby Hope, Laura Isabelle",200,15-67,2-15,16-21,26-22,48,21,11,19,1,14,48
