game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Scranton_Elizabethtown_2-11-2023,Scranton,home,2-11-2023,300,"Elizabethtown, Pa. (Thompson Gymnasium)",Landmark Conference game,225,29-67,4-13,17-23,8-34,42,17,12,12,2,8,79
Scranton_Elizabethtown_2-11-2023,Elizabethtown,away,2-11-2023,300,"Elizabethtown, Pa. (Thompson Gymnasium)",Landmark Conference game,225,28-77,7-22,9-14,17-33,50,19,15,15,4,4,72
