game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata College_Moravian College_3-2-2021,Juniata College,home,3-2-2021,12,"Bethlehem, Pa. - Johnston Hall","Kara Hunter, Gina Catanzarti, Eric Striba",Landmark Conference Tournament Play-In Game,200,26-62,7-20,10-10,16-27,43,22,18,21,1,0,69
Juniata College_Moravian College_3-2-2021,Moravian College,away,3-2-2021,12,"Bethlehem, Pa. - Johnston Hall","Kara Hunter, Gina Catanzarti, Eric Striba",Landmark Conference Tournament Play-In Game,200,27-64,2-13,17-21,11-20,31,14,15,7,3,9,73
