game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata College_Moravian University_1-13-2023,Juniata College,home,1-13-2023,109,"Johnston Hall, Bethlehem, Pa.","Ramona Amaro, Joe Bleacher, Lori Ryan",Landmark Conference game,200,22-56,6-17,10-13,7-23,30,18,12,21,0,5,60
Juniata College_Moravian University_1-13-2023,Moravian University,away,1-13-2023,109,"Johnston Hall, Bethlehem, Pa.","Ramona Amaro, Joe Bleacher, Lori Ryan",Landmark Conference game,200,29-67,6-10,11-16,17-30,47,18,20,18,6,12,75
