game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
DeSales_Scranton_12-17-2024,DeSales,home,12-17-2024,123,"John Long Center, Scranton, PA",200,14-54,3-18,6-13,7-19,26,11,7,14,3,11,37
DeSales_Scranton_12-17-2024,Scranton,away,12-17-2024,123,"John Long Center, Scranton, PA",200,22-52,9-22,6-6,11-36,47,11,18,22,8,8,59
