game_id,Team,Home/Away,Date,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Colorado Col._Susquehanna_12-28-2024,Colorado Col.,home,12-28-2024,"South Point Arena, Las Vegas, NV","Logan Snedeker, Everett Wilson, Preston Cooper",200,28-67,5-19,13-17,21-40,61,10,17,17,8,4,74
Colorado Col._Susquehanna_12-28-2024,Susquehanna,away,12-28-2024,"South Point Arena, Las Vegas, NV","Logan Snedeker, Everett Wilson, Preston Cooper",200,18-65,4-21,5-6,8-20,28,15,7,11,1,8,45
