game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Elizabethtown_Roanoke_12-29-2021,Elizabethtown,home,12-29-2021,175,"Salem, VA",2021-22 Women's Basketball. Round: 0. Elizabethtown vs Roanoke. Played at Creg,200,30-70,7-22,11-14,16-31,47,13,19,16,2,7,78
Elizabethtown_Roanoke_12-29-2021,Roanoke,away,12-29-2021,175,"Salem, VA",2021-22 Women's Basketball. Round: 0. Elizabethtown vs Roanoke. Played at Creg,200,22-69,5-27,14-20,18-23,41,15,13,16,4,6,63
