game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Moravian University_Susquehanna University_2-9-2022,Moravian University,home,2-9-2022,108,"Selinsgrove, PA","Nate Dodson,Jay Peoples,Lekisia Pitts",Landmark Conference game,200,26-58,2-8,7-18,10-31,41,14,14,16,1,8,61
Moravian University_Susquehanna University_2-9-2022,Susquehanna University,away,2-9-2022,108,"Selinsgrove, PA","Nate Dodson,Jay Peoples,Lekisia Pitts",Landmark Conference game,200,18-65,4-22,9-13,17-28,45,19,14,18,3,3,49
