game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Lebanon Valley College_Moravian University_1-3-2022,Lebanon Valley College,home,1-3-2022,87,"Bethlehem, Pa. - Johnston Hall","Mike Ognosky, Jarra Dennis, Laura Isabelle",18th Steel Club Classic,200,14-48,2-8,3-6,9-26,35,11,9,18,5,8,33
Lebanon Valley College_Moravian University_1-3-2022,Moravian University,away,1-3-2022,87,"Bethlehem, Pa. - Johnston Hall","Mike Ognosky, Jarra Dennis, Laura Isabelle",18th Steel Club Classic,200,21-63,1-12,1-3,16-27,43,7,14,13,2,7,44
