game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Widener_Catholic_12-20-2022,Widener,home,12-20-2022,96,"Franny Murray Court, Washington, DC",200,23-54,5-18,13-19,9-27,36,13,12,20,4,2,64
Widener_Catholic_12-20-2022,Catholic,away,12-20-2022,96,"Franny Murray Court, Washington, DC",200,27-86,10-33,9-10,31-24,55,18,15,14,3,11,73
