game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Wash. & Lee_Catholic_11-19-2021,Wash. & Lee,home,11-19-2021,45,"Arlington, VA",2021-22 Women's Basketball. Round: 0. Catholic vs Wash. & Lee. Played at Conve,200,18-66,9-29,5-8,20-27,47,17,11,18,3,7,50
Wash. & Lee_Catholic_11-19-2021,Catholic,away,11-19-2021,45,"Arlington, VA",2021-22 Women's Basketball. Round: 0. Catholic vs Wash. & Lee. Played at Conve,200,24-56,7-19,8-14,9-29,38,15,12,17,5,11,63
