game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata College_Moravian University_2-19-2022,Juniata College,home,2-19-2022,597,"Bethlehem, Pa. - Johnston Hall","Anthony Stevenson, Chantal Thomas, Darren Foster",Landmark Conference game,200,18-55,2-11,8-13,9-28,37,22,9,28,4,12,46
Juniata College_Moravian University_2-19-2022,Moravian University,away,2-19-2022,597,"Bethlehem, Pa. - Johnston Hall","Anthony Stevenson, Chantal Thomas, Darren Foster",Landmark Conference game,200,30-60,3-7,14-21,8-31,39,14,15,21,2,12,77
