game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata_Drew_1-18-2025,Juniata,home,1-18-2025,77,"Baldwin Gym, Madison, NJ","Adam Bernstein, Leah Smith, Gary Schimel",200,22-63,6-22,4-8,16-24,40,15,18,20,3,8,54
Juniata_Drew_1-18-2025,Drew,away,1-18-2025,77,"Baldwin Gym, Madison, NJ","Adam Bernstein, Leah Smith, Gary Schimel",200,20-55,4-20,11-16,12-26,38,10,12,18,1,13,55
