game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Scranton_Juniata_1-29-2022,Scranton,home,1-29-2022,188,Memorial Gymnasium,200,21-51,7-22,10-14,9-35,44,18,14,23,6,9,59
Scranton_Juniata_1-29-2022,Juniata,away,1-29-2022,188,Memorial Gymnasium,200,10-54,2-20,7-11,12-23,35,20,4,24,0,7,29
