game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Goucher_Neumann_12-10-2021,Goucher,home,12-10-2021,243,"The Mirenda Center, Aston, PA","Matthew  White, Stacey  Smalls, Walk  Connor",200,20-61,3-14,9-14,14-13,27,24,10,14,1,16,52
Goucher_Neumann_12-10-2021,Neumann,away,12-10-2021,243,"The Mirenda Center, Aston, PA","Matthew  White, Stacey  Smalls, Walk  Connor",200,25-52,5-12,13-24,19-29,48,15,11,25,4,4,68
