game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Lycoming_Moravian_2-10-2024,Lycoming,home,2-10-2024,523,"Johnston Hall, Bethlehem, PA","Darren Foster, Carlos Guzman, Michael Latino",200,21-54,7-25,14-16,11-29,40,7,11,18,2,7,63
Lycoming_Moravian_2-10-2024,Moravian,away,2-10-2024,523,"Johnston Hall, Bethlehem, PA","Darren Foster, Carlos Guzman, Michael Latino",200,20-62,5-20,9-9,12-22,34,15,14,14,8,10,54
