game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Gallaudet_Susquehanna_11-19-2022,Gallaudet,home,11-19-2022,192,"O. W. Houts Gymnasium, Selinsgrove, PA",200,9-48,1-6,8-17,10-25,35,6,6,28,4,6,27
Gallaudet_Susquehanna_11-19-2022,Susquehanna,away,11-19-2022,192,"O. W. Houts Gymnasium, Selinsgrove, PA",200,29-65,7-20,4-7,13-32,45,21,20,18,9,14,69
