game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata_Alvernia_12-20-2022,Juniata,home,12-20-2022,79,"Physical Education Center, Reading, PA",200,25-63,4-21,4-6,12-23,35,11,14,15,2,7,58
Juniata_Alvernia_12-20-2022,Alvernia,away,12-20-2022,79,"Physical Education Center, Reading, PA",200,31-73,9-26,9-12,20-26,46,8,23,11,4,9,80
