game_id,Team,Home/Away,Date,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Catholic_Drew_2-24-2021,Catholic,home,2-24-2021,"Madison, N.J. - Baldwin Gym","Mickeni Caldwell, Pat DeForte, Ashley Olsen",200,26-61,3-16,11-14,11-22,33,13,17,19,3,17,66
Catholic_Drew_2-24-2021,Drew,away,2-24-2021,"Madison, N.J. - Baldwin Gym","Mickeni Caldwell, Pat DeForte, Ashley Olsen",200,22-59,4-11,8-11,16-24,40,16,13,27,3,9,56
