game_id,Team,Home/Away,Date,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Scranton_Drew_2-14-2021,Scranton,home,2-14-2021,"Madison, NJ - Baldwin Gym","Maureen McCann, Michael McGoldrick, Walter Connor",200,26-72,8-31,15-17,16-29,45,21,16,9,5,9,75
Scranton_Drew_2-14-2021,Drew,away,2-14-2021,"Madison, NJ - Baldwin Gym","Maureen McCann, Michael McGoldrick, Walter Connor",200,21-55,4-10,14-20,9-29,38,14,14,16,5,5,60
