game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata_Moravian_1-3-2024,Juniata,home,1-3-2024,421,"Johnston Hall, Bethlehem, PA","Michelle Liu, Michael Latino, Daniel Stefankieiwicz",200,18-57,7-20,7-10,11-24,35,23,13,29,3,9,50
Juniata_Moravian_1-3-2024,Moravian,away,1-3-2024,421,"Johnston Hall, Bethlehem, PA","Michelle Liu, Michael Latino, Daniel Stefankieiwicz",200,16-52,1-11,20-28,15-29,44,16,8,29,11,13,53
