game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Moravian_Elizabethtown_1-15-2022,Moravian,home,1-15-2022,87,"Elizabethtown, PA",2021-22 Women's Basketball. Round: 0. Elizabethtown vs Moravian. Played at Tho,200,23-76,2-13,16-21,20-22,42,25,12,11,2,7,64
Moravian_Elizabethtown_1-15-2022,Elizabethtown,away,1-15-2022,87,"Elizabethtown, PA",2021-22 Women's Basketball. Round: 0. Elizabethtown vs Moravian. Played at Tho,200,26-57,6-11,19-28,13-35,48,18,17,17,9,7,77
