game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Goucher_Elizabethtown_2-2-2022,Goucher,home,2-2-2022,100,"Thompson Gymnasium, Elizabethtown, PA",200,18-67,4-13,2-7,14-19,33,8,6,13,2,5,42
Goucher_Elizabethtown_2-2-2022,Elizabethtown,away,2-2-2022,100,"Thompson Gymnasium, Elizabethtown, PA",200,34-67,1-10,8-11,15-38,53,11,19,13,9,8,77
