game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
McDaniel_Goucher_11-5-2021,McDaniel,home,11-5-2021,196,"Decker Sports & Recreation Center, Towson, MD",200,21-61,5-14,5-9,16-31,47,17,12,16,2,7,52
McDaniel_Goucher_11-5-2021,Goucher,away,11-5-2021,196,"Decker Sports & Recreation Center, Towson, MD",200,12-54,1-12,10-15,14-27,41,15,4,18,1,7,35
