game_id,Team,Home/Away,Date,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Susquehanna_Wittenberg_12-29-2024,Susquehanna,home,12-29-2024,"South Point Arena, Las Vegas, NV","Eric Bell, Chris Petty, Vince Kristosik",200,21-56,7-24,12-15,12-32,44,18,14,18,8,4,61
Susquehanna_Wittenberg_12-29-2024,Wittenberg,away,12-29-2024,"South Point Arena, Las Vegas, NV","Eric Bell, Chris Petty, Vince Kristosik",200,25-65,9-19,8-16,12-24,36,14,12,9,1,7,67
