game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Scranton_Rowan_11-8-2023,Scranton,home,11-8-2023,158,"Esby Gym, Glassboro, NJ","Barry Vaughn, Tyler Brown, Alyssa Hahn",200,26-70,2-9,12-13,16-26,42,16,10,16,5,17,66
Scranton_Rowan_11-8-2023,Rowan,away,11-8-2023,158,"Esby Gym, Glassboro, NJ","Barry Vaughn, Tyler Brown, Alyssa Hahn",200,14-45,7-18,17-23,7-29,36,14,7,27,8,11,52
