game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Scranton_Catholic_2-8-2025,Scranton,home,2-8-2025,387,"Franny Murray Court, Washington, DC","Kevin Krisak, Lauren Dudziak, Mark Horn",200,19-57,5-20,19-24,9-29,38,14,12,15,5,12,62
Scranton_Catholic_2-8-2025,Catholic,away,2-8-2025,387,"Franny Murray Court, Washington, DC","Kevin Krisak, Lauren Dudziak, Mark Horn",200,20-58,2-15,11-20,12-28,40,24,2,16,5,6,53
