game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Elizabethtown_Chris. Newport_11-19-2023,Elizabethtown,home,11-19-2023,168,"Newport News, Va. (Freeman Center)",Captains Round Robin Classic,200,27-65,3-16,11-16,16-22,38,13,15,14,3,6,68
Elizabethtown_Chris. Newport_11-19-2023,Chris. Newport,away,11-19-2023,168,"Newport News, Va. (Freeman Center)",Captains Round Robin Classic,200,33-65,6-19,9-15,11-24,35,16,22,9,7,8,81
