game_id,Team,Home/Away,Date,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Moravian_Goucher_1-30-2022,Moravian,home,1-30-2022,"Decker Sports & Recreation Center, Towson, MD","Kristie Watkins-Day, Cheyenne Jennings, Joseph Bleacher",200,22-60,3-12,19-30,24-26,50,18,9,23,5,11,66
Moravian_Goucher_1-30-2022,Goucher,away,1-30-2022,"Decker Sports & Recreation Center, Towson, MD","Kristie Watkins-Day, Cheyenne Jennings, Joseph Bleacher",200,21-69,3-12,11-14,24-18,42,22,13,22,1,8,56
