game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Scranton_Drew_1-18-2023,Scranton,home,1-18-2023,280,"Baldwin Gym, Madison, NJ","Pat DeForte, Lamar Diamond, Katelyn Adams",200,23-60,5-27,12-17,14-29,43,14,16,11,4,9,63
Scranton_Drew_1-18-2023,Drew,away,1-18-2023,280,"Baldwin Gym, Madison, NJ","Pat DeForte, Lamar Diamond, Katelyn Adams",200,20-55,5-19,5-11,8-25,33,14,17,11,1,8,50
