game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
TCNJ_Scranton_11-18-2023,TCNJ,home,11-18-2023,487,"John Long Center, Scranton, PA",200,22-48,13-29,12-14,5-23,28,14,13,15,1,1,69
TCNJ_Scranton_11-18-2023,Scranton,away,11-18-2023,487,"John Long Center, Scranton, PA",200,30-66,2-16,14-19,16-21,37,14,9,5,3,8,76
