game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Catholic_Elizabethtown_2-5-2025,Catholic,home,2-5-2025,205,"Elizabethtown, Pa. (Thompson Gymnasium)",200,28-67,6-14,8-14,17-22,39,14,11,11,3,15,70
Catholic_Elizabethtown_2-5-2025,Elizabethtown,away,2-5-2025,205,"Elizabethtown, Pa. (Thompson Gymnasium)",200,23-55,5-18,12-18,12-24,36,16,11,20,10,5,63
