game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Catholic_Scranton_2-4-2023,Catholic,home,2-4-2023,674,"John Long Center, Scranton, PA","Sharvez Brown, Mark Horn, Melinda Moore",200,20-56,4-15,3-4,6-25,31,14,11,14,1,7,47
Catholic_Scranton_2-4-2023,Scranton,away,2-4-2023,674,"John Long Center, Scranton, PA","Sharvez Brown, Mark Horn, Melinda Moore",200,19-52,7-18,10-12,9-30,39,9,14,16,2,6,55
