game_id,Team,Home/Away,Date,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Elizabethtown_Juniata_1-11-2023,Elizabethtown,home,1-11-2023,Memorial Gymnasium,200,29-58,6-14,14-18,13-27,40,17,14,13,3,12,78
Elizabethtown_Juniata_1-11-2023,Juniata,away,1-11-2023,Memorial Gymnasium,200,20-63,4-19,7-12,21-17,38,16,12,18,1,8,51
