game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Catholic_Marymount (VA)_11-20-2021,Catholic,home,11-20-2021,125,"Arlington, VA",2021-22 Women's Basketball. Round: 0. Catholic vs Marymount (VA). Played at Co,200,22-58,2-13,19-24,8-27,35,26,6,13,3,8,65
Catholic_Marymount (VA)_11-20-2021,Marymount (VA),away,11-20-2021,125,"Arlington, VA",2021-22 Women's Basketball. Round: 0. Catholic vs Marymount (VA). Played at Co,200,15-53,2-14,21-28,11-26,37,24,6,19,3,5,53
