game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Drew_Wm. Paterson_11-19-2022,Drew,home,11-19-2022,110,"Rec Center, Haledon, NJ",225,26-73,4-15,15-19,14-30,44,19,15,16,3,12,71
Drew_Wm. Paterson_11-19-2022,Wm. Paterson,away,11-19-2022,110,"Rec Center, Haledon, NJ",225,28-64,6-15,13-18,10-35,45,20,18,18,2,6,75
