game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Wilkes_Lycoming_1-24-2024,Wilkes,home,1-24-2024,122,"Lamade Gymnasium, Williamsport, PA","Ryan Ransom, Krista Andrews, Walter Connor",200,22-56,6-21,2-4,13-25,38,20,15,23,4,9,52
Wilkes_Lycoming_1-24-2024,Lycoming,away,1-24-2024,122,"Lamade Gymnasium, Williamsport, PA","Ryan Ransom, Krista Andrews, Walter Connor",200,21-57,9-23,13-21,14-21,35,8,14,13,6,11,64
