game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Moravian_Elizabethtown_1-7-2023,Moravian,home,1-7-2023,200,"Elizabethtown, Pa. (Thompson Gymnasium)",Landmark Conference game,200,30-72,5-14,7-15,16-19,35,20,17,14,2,9,72
Moravian_Elizabethtown_1-7-2023,Elizabethtown,away,1-7-2023,200,"Elizabethtown, Pa. (Thompson Gymnasium)",Landmark Conference game,200,37-70,7-15,13-18,16-31,47,15,25,16,4,10,94
