game_id,Team,Home/Away,Date,Attendance,Site,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Catholic_Susquehanna_12-4-2024,Catholic,home,12-4-2024,141,"O. W. Houts Gymnasium, Selinsgrove, PA",200,27-67,6-20,6-11,12-22,34,22,7,14,3,20,66
Catholic_Susquehanna_12-4-2024,Susquehanna,away,12-4-2024,141,"O. W. Houts Gymnasium, Selinsgrove, PA",200,18-50,4-17,12-18,12-30,42,14,8,29,2,7,52
