game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
University of Scranton_Moravian University_2-15-2023,University of Scranton,home,2-15-2023,296,"Johnston Hall, Bethlehem, Pa.","Laura Isabelle, Diedra Chatman, Patrick Sullivan",Landmark Conference game,200,26-64,7-22,14-17,18-32,50,18,15,13,5,7,73
University of Scranton_Moravian University_2-15-2023,Moravian University,away,2-15-2023,296,"Johnston Hall, Bethlehem, Pa.","Laura Isabelle, Diedra Chatman, Patrick Sullivan",Landmark Conference game,200,14-62,6-19,11-19,20-22,42,19,10,17,6,6,45
