game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Lycoming_Goucher_1-12-2024,Lycoming,home,1-12-2024,67,"Decker Sports & Recreation Center, Towson, MD","Kristie Watkins-Day, Sharlene Davis, Barry Vaughn",200,29-71,2-17,9-15,17-33,50,10,15,13,2,5,69
Lycoming_Goucher_1-12-2024,Goucher,away,1-12-2024,67,"Decker Sports & Recreation Center, Towson, MD","Kristie Watkins-Day, Sharlene Davis, Barry Vaughn",200,22-65,4-12,5-7,10-27,37,15,5,17,2,6,53
