game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
McDaniel_Elizabethtown_11-8-2021,McDaniel,home,11-8-2021,145,"Elizabethtown, PA",2021-22 Women's Basketball. Round: 0. Elizabethtown vs McDaniel. Played at Tho,200,18-63,4-15,5-16,13-15,28,17,12,14,6,3,45
McDaniel_Elizabethtown_11-8-2021,Elizabethtown,away,11-8-2021,145,"Elizabethtown, PA",2021-22 Women's Basketball. Round: 0. Elizabethtown vs McDaniel. Played at Tho,200,31-60,3-11,14-18,15-38,53,15,19,18,3,7,79
