game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Scranton_Gwynedd Mercy_11-12-2022,Scranton,home,11-12-2022,203,"Gwynedd Valley, Pa./Griffin Complex","Tyler Bran, Les Farley, Matt Denis",Gwynedd Mercy Tip-Off Tournament Championship,200,27-74,4-19,12-16,23-31,54,12,14,10,5,7,70
Scranton_Gwynedd Mercy_11-12-2022,Gwynedd Mercy,away,11-12-2022,203,"Gwynedd Valley, Pa./Griffin Complex","Tyler Bran, Les Farley, Matt Denis",Gwynedd Mercy Tip-Off Tournament Championship,200,16-58,10-26,14-20,13-25,38,18,13,15,1,5,56
