game_id,Team,Home/Away,Date,Attendance,Site,Referees,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Susquehanna_Marywood_11-30-2022,Susquehanna,home,11-30-2022,226,"O. W. Houts Gymnasium, Selinsgrove, PA","Jim Millets, Larry Odis, Craig Moranski",200,17-55,4-18,6-12,13-27,40,20,12,22,3,4,44
Susquehanna_Marywood_11-30-2022,Marywood,away,11-30-2022,226,"O. W. Houts Gymnasium, Selinsgrove, PA","Jim Millets, Larry Odis, Craig Moranski",200,19-60,3-10,12-17,13-26,39,15,8,14,1,10,53
