game_id,Team,Home/Away,Date,Attendance,Site,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Drew_Elizabethtown_1-25-2023,Drew,home,1-25-2023,175,"Elizabethtown, Pa. (Thompson Gymnasium)",Landmark Conference game,200,22-57,2-11,7-15,10-17,27,11,14,13,2,6,53
Drew_Elizabethtown_1-25-2023,Elizabethtown,away,1-25-2023,175,"Elizabethtown, Pa. (Thompson Gymnasium)",Landmark Conference game,199,28-50,6-13,12-14,6-30,36,16,21,14,2,9,74
