game_id,Team,Home/Away,Date,Attendance,Site,Referees,Notes,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS
Juniata College_Moravian College_2-7-2021,Juniata College,home,2-7-2021,7,"Bethlehem, Pa. - Johnston Hall","Jarra Dennis, Eric Striba, Joshua Hersz",Landmark Conference game,200,21-60,3-14,10-15,19-22,41,20,15,23,1,5,55
Juniata College_Moravian College_2-7-2021,Moravian College,away,2-7-2021,7,"Bethlehem, Pa. - Johnston Hall","Jarra Dennis, Eric Striba, Joshua Hersz",Landmark Conference game,200,24-55,3-13,14-18,9-22,31,17,7,15,6,10,65
